Tweet,label,processed,processed_text
"breadtalknya aku kasih temen, ngga suka abon rasanya aneh wkwk itu dibeliin cust",neutral,"['breadtalknya', 'aku', 'kasih', 'temen', 'tidak', 'suka', 'abon', 'rasa', 'aneh', 'wkwk', 'dibeliin', 'cust']",breadtalknya aku kasih temen tidak suka abon rasa aneh wkwk dibeliin cust
"iya kan? mana kadang ada yang out of context banget deh replynya. kalau si adi ini kayaknya agak ngegas orangnya, nggak kayak si audsun yang somewhat terkesan lebih chill? nah, tapi si audsun nih suka ngereply random banget dah. tapi eh jangan-jangan mereka berdua temanan..?",neutral,"['iya', 'kan', 'mana', 'kadang', 'out', 'of', 'context', 'banget', 'deh', 'replynya', 'kalau', 'si', 'adi', 'kayak', 'agak', 'ngegas', 'orang', 'tidak', 'kayak', 'si', 'audsun', 'somewhat', 'kes', 'lebih', 'chill', 'nah', 'tapi', 'si', 'audsun', 'nih', 'suka', 'ngereply', 'random', 'banget', 'tapi', 'eh', 'janganjangan', 'mereka', 'dua', 'teman']",iya kan mana kadang out of context banget deh replynya kalau si adi kayak agak ngegas orang tidak kayak si audsun somewhat kes lebih chill nah tapi si audsun nih suka ngereply random banget tapi eh janganjangan mereka dua teman
"betuul, aku suka di tl tapi pengen di dm juga cuman monoton banget kalau di dm makanya aku suka ghosting",neutral,"['betuul', 'aku', 'suka', 'tl', 'tapi', 'ken', 'dm', 'juga', 'cuman', 'monoton', 'banget', 'kalau', 'dm', 'makanya', 'aku', 'suka', 'ghosting']",betuul aku suka tl tapi ken dm juga cuman monoton banget kalau dm makanya aku suka ghosting
"gue tim yang kalau dikasih coklat, itu coklat gue kasih lagi ke orang lain. karena gue gak suka coklat.",neutral,"['saya', 'tim', 'kalau', 'kasih', 'coklat', 'coklat', 'saya', 'kasih', 'lagi', 'orang', 'lain', 'saya', 'gak', 'suka', 'coklat']",saya tim kalau kasih coklat coklat saya kasih lagi orang lain saya gak suka coklat
kalo males ngecas dan suka banget pake headset mending yg kabel,neutral,"['kalo', 'males', 'ngecas', 'suka', 'banget', 'pake', 'headset', 'mending', 'kabel']",kalo males ngecas suka banget pake headset mending kabel
"kalau saya sih lebih suka dibujuk tapi kalau dia minta waktu yaudah kasih waktu buat dia sendiri dulu, abis itu baru dibujuk",neutral,"['kalau', 'saya', 'sih', 'lebih', 'suka', 'bujuk', 'tapi', 'kalau', 'dia', 'minta', 'waktu', 'yaudah', 'kasih', 'waktu', 'buat', 'dia', 'sendiri', 'dulu', 'abis', 'baru', 'bujuk']",kalau saya sih lebih suka bujuk tapi kalau dia minta waktu yaudah kasih waktu buat dia sendiri dulu abis baru bujuk
aku suka kopi yg mmg tanpa gula atau hanya sedikit gula. cuma kalo terlalu kentel berasa banget kan ampasnya,neutral,"['aku', 'suka', 'kopi', 'mmg', 'tanpa', 'gula', 'hanya', 'sedikit', 'gula', 'cuma', 'kalo', 'terlalu', 'kentel', 'asa', 'banget', 'kan', 'ampas']",aku suka kopi mmg tanpa gula hanya sedikit gula cuma kalo terlalu kentel asa banget kan ampas
"aa aku ga ngerokok kak dan beneran ga ngerokok, samsek ga diem2 ngerokok, padahal papah perokok akut, terus dulu sempet di kasih rokok buat 'ngetest' tapi dia ga suka, sampe sekarang ga ngerokok. temen2nya pada rokok tapi dia tetep ngga. jadi masih ada cowo yang ga ngerokok:d",neutral,"['aa', 'aku', 'tidak', 'ngerokok', 'kak', 'beneran', 'tidak', 'ngerokok', 'samsek', 'tidak', 'diem2', 'ngerokok', 'padahal', 'papah', 'okok', 'akut', 'terus', 'dulu', 'sempet', 'kasih', 'rokok', 'buat', 'ngetest', 'tapi', 'dia', 'tidak', 'suka', 'sampe', 'sekarang', 'tidak', 'ngerokok', 'temen2nya', 'rokok', 'tapi', 'dia', 'tetep', 'tidak', 'masih', 'cowo', 'tidak', 'ngerokokd']",aa aku tidak ngerokok kak beneran tidak ngerokok samsek tidak diem2 ngerokok padahal papah okok akut terus dulu sempet kasih rokok buat ngetest tapi dia tidak suka sampe sekarang tidak ngerokok temen2nya rokok tapi dia tetep tidak masih cowo tidak ngerokokd
"sakit tenggorokan awalnya, trs jadi demam naik turun, kepala suka pusing banget, trs flu dan batuk dehh, kalo nemj gejala gitu mending swab pcr aja, kalo emg (+) ntar suruh lapor ke puskesmas/rtmu klo emg gejala ringan disuruh isoman aja, rajin rajin berjemur, makan sehat, vitamin diperbanyak",neutral,"['sakit', 'tenggorok', 'awal', 'trs', 'demam', 'naik', 'turun', 'kepala', 'suka', 'pusing', 'banget', 'trs', 'flu', 'batuk', 'dehh', 'kalo', 'nemj', 'gejala', 'gitu', 'mending', 'swab', 'pcr', 'aja', 'kalo', 'emg', 'ntar', 'suruh', 'lapor', 'puskesmasrtmu', 'klo', 'emg', 'gejala', 'ringan', 'suruh', 'isoman', 'aja', 'rajin', 'rajin', 'jemur', 'makan', 'sehat', 'vitamin', 'banyak']",sakit tenggorok awal trs demam naik turun kepala suka pusing banget trs flu batuk dehh kalo nemj gejala gitu mending swab pcr aja kalo emg ntar suruh lapor puskesmasrtmu klo emg gejala ringan suruh isoman aja rajin rajin jemur makan sehat vitamin banyak
"bukan ganti sih, tapi suka bikin oleng, bangtan tuh kuat banget daya tariknya",neutral,"['bukan', 'ganti', 'sih', 'tapi', 'suka', 'bikin', 'oleng', 'bangtan', 'tuh', 'kuat', 'banget', 'daya', 'tarik']",bukan ganti sih tapi suka bikin oleng bangtan tuh kuat banget daya tarik
"iya yaa, dulu suka banget bacain cerbung coboy junior yg cast nya iqbaal",neutral,"['iya', 'yaa', 'dulu', 'suka', 'banget', 'bacain', 'cerbung', 'coboy', 'junior', 'cast', 'iqbaal']",iya yaa dulu suka banget bacain cerbung coboy junior cast iqbaal
"tapi sayang aku gabegitu suka foto foto, tapi kadang suka iri melihat hasil foto dari iphone. hmm",neutral,"['tapi', 'sayang', 'aku', 'gabegitu', 'suka', 'foto', 'foto', 'tapi', 'kadang', 'suka', 'iri', 'lihat', 'hasil', 'foto', 'iphone', 'hmm']",tapi sayang aku gabegitu suka foto foto tapi kadang suka iri lihat hasil foto iphone hmm
biasanya ini hari sabtu. hari yg aku suka banget tapi hari ini lagi bener2 capek,neutral,"['biasa', 'hari', 'sabtu', 'hari', 'aku', 'suka', 'banget', 'tapi', 'hari', 'lagi', 'bener2', 'capek']",biasa hari sabtu hari aku suka banget tapi hari lagi bener2 capek
rasa lada nya strong banget.. lebih suka yg dikit ladanya,neutral,"['rasa', 'lada', 'strong', 'banget', 'lebih', 'suka', 'dikit', 'lada']",rasa lada strong banget lebih suka dikit lada
"sch! sender pernah dikasih ini sama guru sender waktu smp mak jelbb pas dikasih , sekarang sender udah sma klas 2 tpi masih suka youtube-an apa lagi ngdrakor, bener bener susah banget lepasnya",neutral,"['sch', 'sender', 'pernah', 'kasih', 'sama', 'guru', 'sender', 'waktu', 'smp', 'mak', 'jelbb', 'pas', 'kasih', 'sekarang', 'sender', 'sma', 'klas', '2', 'tpi', 'masih', 'suka', 'youtubean', 'apa', 'lagi', 'ngdrakor', 'benar', 'benar', 'susah', 'banget', 'lepas']",sch sender pernah kasih sama guru sender waktu smp mak jelbb pas kasih sekarang sender sma klas 2 tpi masih suka youtubean apa lagi ngdrakor benar benar susah banget lepas
"gapyear! kalian yang bangun jam 3-4 pagi terus belajar dan ga ngantuk lagi di jam sekarang gimana tipsnya? sender suka ngantuk sekarang meskipun udh tidur cepet, dan banyak minum air putih banyak, terima kasih",neutral,"['gapyear', 'kalian', 'bangun', 'jam', '34', 'pagi', 'terus', 'ajar', 'tidak', 'ngantuk', 'lagi', 'jam', 'sekarang', 'gimana', 'tipsnya', 'sender', 'suka', 'ngantuk', 'sekarang', 'meski', 'tidur', 'cepet', 'banyak', 'minum', 'air', 'putih', 'banyak', 'terima', 'kasih']",gapyear kalian bangun jam 34 pagi terus ajar tidak ngantuk lagi jam sekarang gimana tipsnya sender suka ngantuk sekarang meski tidur cepet banyak minum air putih banyak terima kasih
kadang tetangga sih suka reseg eh si a aja dah nikah masa kamu belum ih kesel banget pdhl kan nikah bukan lomba btw aku jual spotify premium 3 bulan cuma 35k dan masi banyak app premium lainnya yuk buruan order,neutral,"['kadang', 'tetangga', 'sih', 'suka', 'reseg', 'eh', 'si', 'a', 'aja', 'nikah', 'masa', 'kamu', 'belum', 'ih', 'kesel', 'banget', 'pdhl', 'kan', 'nikah', 'bukan', 'lomba', 'btw', 'aku', 'jual', 'spotify', 'premium', '3', 'bulan', 'cuma', '35k', 'mas', 'banyak', 'app', 'premium', 'lain', 'yuk', 'buru', 'order']",kadang tetangga sih suka reseg eh si a aja nikah masa kamu belum ih kesel banget pdhl kan nikah bukan lomba btw aku jual spotify premium 3 bulan cuma 35k mas banyak app premium lain yuk buru order
"ya karena,aku gk suka cinta cintaan",neutral,"['karenaaku', 'tidak', 'suka', 'cinta', 'cinta']",karenaaku tidak suka cinta cinta
"kadang suka cape ngehunter suka bosen juga, idk perasaan dulu sm sekarang pas ngehunter tuh udh kyk beda banget, dulu kyk nenggebu gebu semangat 45 buat ngert tp sekarang nggak kyk males banget gk ada semangat2 nya",neutral,"['kadang', 'suka', 'cape', 'ngehunter', 'suka', 'bosen', 'juga', 'idk', 'asa', 'dulu', 'sm', 'sekarang', 'pas', 'ngehunter', 'tuh', 'kyk', 'beda', 'banget', 'dulu', 'kyk', 'nenggebu', 'gebu', 'semangat', '45', 'buat', 'ngert', 'tp', 'sekarang', 'tidak', 'kyk', 'males', 'banget', 'tidak', 'semangat2']",kadang suka cape ngehunter suka bosen juga idk asa dulu sm sekarang pas ngehunter tuh kyk beda banget dulu kyk nenggebu gebu semangat 45 buat ngert tp sekarang tidak kyk males banget tidak semangat2
"bukan gak suka sih, suka bgt, dulu beli buku banyak sampe numpuk dirak. tp sekarang sayang aja gitu, abis baca tumpuk tumpuk, karena jarang bgt baca ulang, paling cepet juga 6bln-1thn tuh baru baca ulang. jd sekarang sistemnya beli-baca-jual lagi. yg penting baca yg ori.",neutral,"['bukan', 'gak', 'suka', 'sih', 'suka', 'banget', 'dulu', 'beli', 'buku', 'banyak', 'sampe', 'numpuk', 'rak', 'tp', 'sekarang', 'sayang', 'aja', 'gitu', 'abis', 'baca', 'tumpuk', 'tumpuk', 'jarang', 'banget', 'baca', 'ulang', 'paling', 'cepet', 'juga', '6bln1thn', 'tuh', 'baru', 'baca', 'ulang', 'jd', 'sekarang', 'sistem', 'belibacajual', 'lagi', 'penting', 'baca', 'ori']",bukan gak suka sih suka banget dulu beli buku banyak sampe numpuk rak tp sekarang sayang aja gitu abis baca tumpuk tumpuk jarang banget baca ulang paling cepet juga 6bln1thn tuh baru baca ulang jd sekarang sistem belibacajual lagi penting baca ori
"saya tidak di ajarkan bermulut manis dan bermuka lebih dari satu. suka, saya katakan. benci, saya tunjukan. sayang, saya buktikan. krna sya bukan yng memberi senyum kebhongan",neutral,"['saya', 'tidak', 'ajar', 'mulut', 'manis', 'muka', 'lebih', 'satu', 'suka', 'saya', 'kata', 'benci', 'saya', 'tunjuk', 'sayang', 'saya', 'bukti', 'krna', 'sya', 'bukan', 'yng', 'beri', 'senyum', 'kebhongan']",saya tidak ajar mulut manis muka lebih satu suka saya kata benci saya tunjuk sayang saya bukti krna sya bukan yng beri senyum kebhongan
tim yang suka banget liat angka tabungan nambah tp teteup ga pelit sama diri sendiri apalagi buat makan + ga pelit juga buat beli beli kado dll. kalau barang mahal ya nabung dulu atau nunggu ada bonus baru deh beli. ga tiap bulan belanja barang mahal berkedok self reward,neutral,"['tim', 'suka', 'banget', 'liat', 'angka', 'tabung', 'nambah', 'tp', 'teteup', 'tidak', 'pelit', 'sama', 'diri', 'sendiri', 'apalagi', 'buat', 'makan', 'tidak', 'pelit', 'juga', 'buat', 'beli', 'beli', 'kado', 'dll', 'kalau', 'barang', 'mahal', 'nabung', 'dulu', 'nunggu', 'bonus', 'baru', 'deh', 'beli', 'tidak', 'tiap', 'bulan', 'belanja', 'barang', 'mahal', 'kedok', 'self', 'reward']",tim suka banget liat angka tabung nambah tp teteup tidak pelit sama diri sendiri apalagi buat makan tidak pelit juga buat beli beli kado dll kalau barang mahal nabung dulu nunggu bonus baru deh beli tidak tiap bulan belanja barang mahal kedok self reward
suka itu masalah rasa..dan kalo sudah tresno akan terus d puja..sama seperti para pendukung pak anies dan pak ganjar yg tidak pernah goyah sedikitpun walao kabar negativ menerpa,neutral,"['suka', 'masalah', 'rasadan', 'kalo', 'tresno', 'akan', 'terus', 'd', 'pujasama', 'seperti', 'dukung', 'pak', 'anies', 'pak', 'ganjar', 'tidak', 'pernah', 'goyah', 'sedikit', 'walao', 'kabar', 'negativ', 'terpa']",suka masalah rasadan kalo tresno akan terus d pujasama seperti dukung pak anies pak ganjar tidak pernah goyah sedikit walao kabar negativ terpa
aku juga orangnya sweet ke pasangan suka banget ngasi kamu sesuatu yang bikin kamu salah tingkah dan juga untuk love languange kala woa sama qt jadi gaakan ngerasa kebosanan kalau pacaran sama kala nantinyaa,neutral,"['aku', 'juga', 'orang', 'sweet', 'pasang', 'suka', 'banget', 'ngasi', 'kamu', 'sesuatu', 'bikin', 'kamu', 'salah', 'tingkah', 'juga', 'love', 'languange', 'kala', 'woa', 'sama', 'qt', 'gaakan', 'ngerasa', 'bosan', 'kalau', 'pacar', 'sama', 'kala', 'nantinyaa']",aku juga orang sweet pasang suka banget ngasi kamu sesuatu bikin kamu salah tingkah juga love languange kala woa sama qt gaakan ngerasa bosan kalau pacar sama kala nantinyaa
"sedikit informasi tentang saya, saya ini enfp, terus punya love language woa sama quality time, saya juga suka banget cerita tentang semua hal, juga dengerin cerita orang-orang, ya intinya saya bawel. saya mulai avail tanggal 16 nanti.",neutral,"['sedikit', 'informasi', 'tentang', 'saya', 'saya', 'enfp', 'terus', 'punya', 'love', 'language', 'woa', 'sama', 'quality', 'time', 'saya', 'juga', 'suka', 'banget', 'cerita', 'tentang', 'semua', 'hal', 'juga', 'dengerin', 'cerita', 'orangorang', 'inti', 'saya', 'bawel', 'saya', 'mulai', 'avail', 'tanggal', '16', 'nanti']",sedikit informasi tentang saya saya enfp terus punya love language woa sama quality time saya juga suka banget cerita tentang semua hal juga dengerin cerita orangorang inti saya bawel saya mulai avail tanggal 16 nanti
"halo halo! kenalan dulu yuk sama darion main fc aku jungkook nih, dan kurang lebih ngerti dan paham banget lah sikapnya jungkook. mau jungkook ver baby atau ver talented bisa banget. aku sendiri orang yang talktive dan bubbly kalo chat, flirty, manja, dan suka pampering partner",neutral,"['halo', 'halo', 'kenal', 'dulu', 'yuk', 'sama', 'darion', 'main', 'fc', 'aku', 'jungkook', 'nih', 'kurang', 'lebih', 'ngerti', 'paham', 'banget', 'sikap', 'jungkook', 'mau', 'jungkook', 'ver', 'baby', 'ver', 'talented', 'bisa', 'banget', 'aku', 'sendiri', 'orang', 'talktive', 'bubbly', 'kalo', 'chat', 'flirty', 'manja', 'suka', 'pampering', 'partner']",halo halo kenal dulu yuk sama darion main fc aku jungkook nih kurang lebih ngerti paham banget sikap jungkook mau jungkook ver baby ver talented bisa banget aku sendiri orang talktive bubbly kalo chat flirty manja suka pampering partner
"oh kirain alergi gitu, sukaa banget sih soalnya enak tapi tergantung yang jual ya kadang suka amis.",neutral,"['oh', 'kirain', 'alergi', 'gitu', 'sukaa', 'banget', 'sih', 'soal', 'enak', 'tapi', 'gantung', 'jual', 'kadang', 'suka', 'amis']",oh kirain alergi gitu sukaa banget sih soal enak tapi gantung jual kadang suka amis
"aku tipe org ya make ""iya"" ke org2 tertentu. baik yg ga aku kenal, atau yg udah aku ga suka lagi. kalo ""iyaa"" ofc ke orang2 yang deket banget sama aku dan aku udah kenal dia banget2",neutral,"['aku', 'tipe', 'org', 'make', 'iya', 'org2', 'tentu', 'baik', 'tidak', 'aku', 'kenal', 'aku', 'tidak', 'suka', 'lagi', 'kalo', 'iyaa', 'ofc', 'orang2', 'deket', 'banget', 'sama', 'aku', 'aku', 'kenal', 'dia', 'banget2']",aku tipe org make iya org2 tentu baik tidak aku kenal aku tidak suka lagi kalo iyaa ofc orang2 deket banget sama aku aku kenal dia banget2
"single?karena gak ada yg suka,lagian udah nyaman mencintai yg jauh disana",neutral,"['singlekarena', 'gak', 'sukalagian', 'nyaman', 'cinta', 'jauh', 'sana']",singlekarena gak sukalagian nyaman cinta jauh sana
kalo emang suka banget sama bandnya pilih konser sih,neutral,"['kalo', 'emang', 'suka', 'banget', 'sama', 'bandnya', 'pilih', 'konser', 'sih']",kalo emang suka banget sama bandnya pilih konser sih
moodswing banget ga beb? suka galau klo disuruh milih ga? cepet bgt berubah pikiran ga? pacar gue ampe pusing klo nyuruh gue milih barang,neutral,"['moodswing', 'banget', 'tidak', 'beb', 'suka', 'galau', 'klo', 'suruh', 'milih', 'tidak', 'cepet', 'banget', 'ubah', 'pikir', 'tidak', 'pacar', 'saya', 'ampe', 'pusing', 'klo', 'nyuruh', 'saya', 'milih', 'barang']",moodswing banget tidak beb suka galau klo suruh milih tidak cepet banget ubah pikir tidak pacar saya ampe pusing klo nyuruh saya milih barang
"namanya fani orang yg paling ga tau cara bersyukur orang yg kalo ko nasehatin, ngga bakal di dengar batu batu batu sedikit buat nyaman, bakal selalu dipercaya sedikit suka, ngga bakal di tegur sapa labil labil labil mudah stress kalo terobsesi, harus dikejar dan terakhir,boring",neutral,"['nama', 'fani', 'orang', 'paling', 'tidak', 'tau', 'cara', 'syukur', 'orang', 'kalo', 'ko', 'nasehatin', 'tidak', 'bakal', 'dengar', 'batu', 'batu', 'batu', 'sedikit', 'buat', 'nyaman', 'bakal', 'selalu', 'percaya', 'sedikit', 'suka', 'tidak', 'bakal', 'tegur', 'sapa', 'labil', 'labil', 'labil', 'mudah', 'stress', 'kalo', 'obsesi', 'harus', 'kejar', 'terakhirboring']",nama fani orang paling tidak tau cara syukur orang kalo ko nasehatin tidak bakal dengar batu batu batu sedikit buat nyaman bakal selalu percaya sedikit suka tidak bakal tegur sapa labil labil labil mudah stress kalo obsesi harus kejar terakhirboring
"huhu jiheon graduation yaabakalan kangen belajar bareng jiheon,aku kalo ngerjain tugas suka sekalian nonton vlog jiheon yg belajar. biar kaya belajar bareng jiheon gt sedih banget jiheon ga bisa datang gradupadahal pgn liat dia",neutral,"['huhu', 'jiheon', 'graduation', 'yaabakalan', 'kangen', 'ajar', 'bareng', 'jiheonaku', 'kalo', 'ngerjain', 'tugas', 'suka', 'sekali', 'nonton', 'vlog', 'jiheon', 'ajar', 'biar', 'kaya', 'ajar', 'bareng', 'jiheon', 'gt', 'sedih', 'banget', 'jiheon', 'tidak', 'bisa', 'datang', 'gradupadahal', 'pgn', 'liat', 'dia']",huhu jiheon graduation yaabakalan kangen ajar bareng jiheonaku kalo ngerjain tugas suka sekali nonton vlog jiheon ajar biar kaya ajar bareng jiheon gt sedih banget jiheon tidak bisa datang gradupadahal pgn liat dia
"film ini semacam tribute untuk dunia jurnalisme. penggemar wes anderson sudah pasti bakalan suka sama film ini. tapi buat aku yang hanya penikmat film biasa, nonton the french dispatch kyk abis lari 10 km, capek. banyak sub plot dan banyak banget hal yg mau diceritain. tapi..",neutral,"['film', 'macam', 'tribute', 'dunia', 'jurnalisme', 'gemar', 'wes', 'anderson', 'pasti', 'bakal', 'suka', 'sama', 'film', 'tapi', 'buat', 'aku', 'hanya', 'nikmat', 'film', 'biasa', 'nonton', 'the', 'french', 'dispatch', 'kyk', 'abis', 'lari', '10', 'kamu', 'capek', 'banyak', 'sub', 'plot', 'banyak', 'banget', 'hal', 'mau', 'diceritain', 'tapi']",film macam tribute dunia jurnalisme gemar wes anderson pasti bakal suka sama film tapi buat aku hanya nikmat film biasa nonton the french dispatch kyk abis lari 10 kamu capek banyak sub plot banyak banget hal mau diceritain tapi
"paling suka dg kisah nya danan dan cahyo sayang aku ketinggalan banyak, karena baru gabung di tweet aku baru baca kisah desa tanggul mayit dan gending alas mayit pengin tau kisah dari awal tapi bingung gimana nyari nya karena baru di tweeter..",neutral,"['paling', 'suka', 'dg', 'kisah', 'dan', 'cahyo', 'sayang', 'aku', 'tinggal', 'banyak', 'baru', 'gabung', 'tweet', 'aku', 'baru', 'baca', 'kisah', 'desa', 'tanggul', 'mayit', 'gending', 'alas', 'mayit', 'pengin', 'tau', 'kisah', 'awal', 'tapi', 'bingung', 'gimana', 'nyari', 'baru', 'tweeter']",paling suka dg kisah dan cahyo sayang aku tinggal banyak baru gabung tweet aku baru baca kisah desa tanggul mayit gending alas mayit pengin tau kisah awal tapi bingung gimana nyari baru tweeter
"gua suka kpop krn ada dita nya, kenapa lu mau bilang gua overproud? ya emang iya, suka suka gua, gua gak ganggu kesukaan lu, jadi mari saling respect satu sama lain",neutral,"['gua', 'suka', 'kpop', 'krn', 'dita', 'kenapa', 'lu', 'mau', 'bilang', 'gua', 'overproud', 'emang', 'iya', 'suka', 'suka', 'gua', 'gua', 'gak', 'ganggu', 'suka', 'lu', 'mari', 'saling', 'respect', 'satu', 'sama', 'lain']",gua suka kpop krn dita kenapa lu mau bilang gua overproud emang iya suka suka gua gua gak ganggu suka lu mari saling respect satu sama lain
"jadi kemaren di kasih sama temen sekerdus gitu, katanya isinya acak dan ada ceker. gue kan suka ceker jadi seneng dong, gue buka ini karena gue kira ceker tanpa tulang gitu. pas udah di buka sachet nya taro di piring, anjir belalang gede",neutral,"['kemaren', 'kasih', 'sama', 'temen', 'sekerdus', 'gitu', 'kata', 'isi', 'acak', 'ceker', 'saya', 'kan', 'suka', 'ceker', 'neng', 'dong', 'saya', 'buka', 'saya', 'kira', 'ceker', 'tanpa', 'tulang', 'gitu', 'pas', 'buka', 'sachet', 'taro', 'piring', 'anjir', 'belalang', 'gede']",kemaren kasih sama temen sekerdus gitu kata isi acak ceker saya kan suka ceker neng dong saya buka saya kira ceker tanpa tulang gitu pas buka sachet taro piring anjir belalang gede
"yang tak suka kesukaan masing-masing,",neutral,"['tak', 'suka', 'suka', 'masingmasing']",tak suka suka masingmasing
mantan istri bongkar trik cinta ferry irawan: ke saya masih suka kirim..,neutral,"['mantan', 'istri', 'bongkar', 'trik', 'cinta', 'ferry', 'irawan', 'saya', 'masih', 'suka', 'kirim']",mantan istri bongkar trik cinta ferry irawan saya masih suka kirim
banget sama orang yang kalo di ajak bicara suka ngomong hah,neutral,"['banget', 'sama', 'orang', 'kalo', 'ajak', 'bicara', 'suka', 'ngomong', 'hah']",banget sama orang kalo ajak bicara suka ngomong hah
"percaya banget, soalnya mamaku cakep banget.. terus sampe skrg aja suka ada bapak2 genit (huek) yang godain mamakku..",neutral,"['percaya', 'banget', 'soal', 'mama', 'cakep', 'banget', 'terus', 'sampe', 'skrg', 'aja', 'suka', 'bapak2', 'genit', 'huek', 'godain', 'mamak']",percaya banget soal mama cakep banget terus sampe skrg aja suka bapak2 genit huek godain mamak
"cannot relate kebalik, anak-anak malah suka banget nempel padahal akunya diem aja. tau-tau ngusel, tidur di pangkuan, minta digendong, disuapin, ngajak main, dll. beberapa kali juga nemu balita nyasar yang lari ke aku dikira aku emaknya. apakah aku infp kw?",neutral,"['cannot', 'relate', 'balik', 'anakanak', 'malah', 'suka', 'banget', 'nempel', 'padahal', 'aku', 'diem', 'aja', 'tautau', 'ngusel', 'tidur', 'pangku', 'minta', 'gendong', 'disuapin', 'ngajak', 'main', 'dll', 'beberapa', 'kali', 'juga', 'nemu', 'balita', 'nyasar', 'lari', 'aku', 'kira', 'aku', 'emaknya', 'apakah', 'aku', 'infp', 'kw']",cannot relate balik anakanak malah suka banget nempel padahal aku diem aja tautau ngusel tidur pangku minta gendong disuapin ngajak main dll beberapa kali juga nemu balita nyasar lari aku kira aku emaknya apakah aku infp kw
"dulu (kesannya lama banget) waktu awal (early 2020 ?) suka sama ni cowok, cuma ada 3-4 acc doang yang isinya screencaps mark gini",neutral,"['dulu', 'kesan', 'lama', 'banget', 'waktu', 'awal', 'early', '2020', 'suka', 'sama', 'ni', 'cowok', 'cuma', '34', 'acc', 'doang', 'isi', 'screencaps', 'mark', 'gin']",dulu kesan lama banget waktu awal early 2020 suka sama ni cowok cuma 34 acc doang isi screencaps mark gin
"mun aku lah ni versi aku bila jadi mantan dan dapat barang2 dari mantanku aku mun dasar suka dan tepakai pasti ku pakai tarus aku ingat barang nya aja sih, lain orang nya yg membari siapa aku kda peduli wkwk makai barang barian nya bukan berarti aku masih cinta itu kalo aku",neutral,"['mun', 'aku', 'ni', 'versi', 'aku', 'bila', 'mantan', 'dapat', 'barang2', 'mantan', 'aku', 'mun', 'dasar', 'suka', 'tepakai', 'pasti', 'ku', 'pakai', 'tarus', 'aku', 'ingat', 'barang', 'aja', 'sih', 'lain', 'orang', 'bari', 'siapa', 'aku', 'kda', 'peduli', 'wkwk', 'maka', 'barang', 'bari', 'bukan', 'arti', 'aku', 'masih', 'cinta', 'kalo', 'aku']",mun aku ni versi aku bila mantan dapat barang2 mantan aku mun dasar suka tepakai pasti ku pakai tarus aku ingat barang aja sih lain orang bari siapa aku kda peduli wkwk maka barang bari bukan arti aku masih cinta kalo aku
"ga suka panggilan 'yang', 'sayang', atau 'ayang', tapi kalo kamu yang manggil kok aku diam?",neutral,"['tidak', 'suka', 'panggil', 'sayang', 'ayang', 'tapi', 'kalo', 'kamu', 'manggil', 'aku', 'diam']",tidak suka panggil sayang ayang tapi kalo kamu manggil aku diam
"kadang aku kalau lagi mode reader suka dm authornya apalagi kalau alurnya bagus. sayang gitu kalau puebinya acak2an. tp sekarang udah nggak sih, kalau diminta aja ngasih krisannya. sempet ada yg marah2 dulu di wp gara2 readernya ngoreksi tulisan dia, padahal bahasanya sopan2",neutral,"['kadang', 'aku', 'kalau', 'lagi', 'mode', 'reader', 'suka', 'dm', 'authornya', 'apalagi', 'kalau', 'alur', 'bagus', 'sayang', 'gitu', 'kalau', 'puebinya', 'acak2an', 'tp', 'sekarang', 'tidak', 'sih', 'kalau', 'minta', 'aja', 'ngasih', 'krisan', 'sempet', 'marah2', 'dulu', 'wp', 'gara2', 'readernya', 'ngoreksi', 'tulis', 'dia', 'padahal', 'bahasa', 'sopan2']",kadang aku kalau lagi mode reader suka dm authornya apalagi kalau alur bagus sayang gitu kalau puebinya acak2an tp sekarang tidak sih kalau minta aja ngasih krisan sempet marah2 dulu wp gara2 readernya ngoreksi tulis dia padahal bahasa sopan2
"kenapa ya, kalo au bxg peran mingyu tuh pasti jadi cowo sempurna yang buciin banget sama cewenya, kalo wonu perannya pasti jadi cowo brengsek yang suka nyakitin cewenya. tp kenapa pas au minwon mingyunya yg jd cowo brengsek se brengsek-brengseknya cowo dan wonu jd yg tersakiti.",neutral,"['kenapa', 'kalo', 'au', 'bxg', 'peran', 'mingyu', 'tuh', 'pasti', 'cowo', 'sempurna', 'buciin', 'banget', 'sama', 'cewenya', 'kalo', 'wonu', 'peran', 'pasti', 'cowo', 'brengsek', 'suka', 'nyakitin', 'cewenya', 'tp', 'kenapa', 'pas', 'au', 'minwon', 'mingyunya', 'jd', 'cowo', 'brengsek', 'se', 'brengsekbrengseknya', 'cowo', 'wonu', 'jd', 'sakit']",kenapa kalo au bxg peran mingyu tuh pasti cowo sempurna buciin banget sama cewenya kalo wonu peran pasti cowo brengsek suka nyakitin cewenya tp kenapa pas au minwon mingyunya jd cowo brengsek se brengsekbrengseknya cowo wonu jd sakit
"kalo suka lauren layne, samantha chase, boleh banget ngobrol2",neutral,"['kalo', 'suka', 'lauren', 'layne', 'samantha', 'chase', 'boleh', 'banget', 'ngobrol2']",kalo suka lauren layne samantha chase boleh banget ngobrol2
